cerclis_id,name,address,county,state,hrs_score,reason,proposed,listed,construction_completed,partially_deleted,deleted,report,latitude,longitude
MND006481543,FMC Corporation (Fridley Plant),,Anoka,Minnesota,,"Soil was contaminated by TCE. Groundwater is contaminated by VOCs including 
TCE, which probably contributed to the detection of VOCs in the Minneapolis 
drinking water supply.[23][24]",12/30/1982,9/8/1983,9/8/1992,–,–,,,
MND038384004,Freeway Sanitary Landfill,,Dakota,Minnesota,,"Groundwater contamination by VOCs (including benzene, ethyl benzene and 
xylene) and heavy metals (including arsenic, chromium, copper, lead and 
manganese). Risk of transfer of contaminants to Burnsville municipal water 
supply and the Minnesota River.[25][26]",9/18/1985,6/10/1986,–,–,–,,,
MND985701309,Fridley Commons Park Well Field,,Anoka,Minnesota,,"VOCs, including TCE have been discovered in some municipal wells, but at 
levels below Federal drinking water limits. The situation is being 
monitored but no remedial action is currently felt necessary.[27][28]",9/29/1998,1/19/1999,10/25/2005,–,–,,,
MND051441731,General Mills/Henkel Corporation,,Hennepin,Minnesota,,"The site is a former research laboratory. Groundwater is contaminated by 
VOCs, including TCE, benzene, chloroform, toluene and xylenes and soil was 
contaminated by VOCs from solvent disposal.[29][30]",9/8/1983,9/21/1984,6/5/1992,–,–,,,
MND044799856,Joslyn Manufacturing & Supply Company,,Hennepin,Minnesota,,"Soil and groundwater contamination by PCP, PAHs, phenol and heavy metals 
from former wood treatment operations.[31][32]",9/8/1983,9/21/1984,12/21/1995,4/22/2002,–,,,
MND000686071,Koch Refining Company/N-Ren Corporation,,Dakota,Minnesota,,"The site is an active oil refinery. Groundwater is contaminated by VOCs, 
PAHs phenols and lead; soil is contaminated by PAHs and VOCs including 
benzene, toluene and xylenes.[33][34]",10/15/1984,6/10/1986,7/16/2008,–,6/15/1995,,,
MND000819359,Koppers Coke,,Ramsey,Minnesota,,"Soil and groundwater contamination by VOCs, semi-VOCs, PAHs, metals and 
cyanides from a former coking plant. [35][36]",12/30/1982,9/8/1983,7/20/1998,–,–,,,
MND980904049,Kummer Sanitary Landfill,,Beltrami,Minnesota,,"The site is a closed landfill with a history of operational violations. 
Site groundwater contains by VOCs, including vinyl chloride, xylenes, carbon 
tetrachloride and naphthalene and is at risk of contaminating nearby Lake 
Bemidji and wetlands. [37][38]",10/15/1984,6/10/1986,6/22/2000,–,4/26/1996,,,
MND059680165,Kurt Manufacturing Company,,Anoka,Minnesota,,"The site is an active electronic component manufacturing facility. Shallow 
groundwater and soil are contaminated by PCE, TCA, TCE and DCE.[39][40]",10/15/1984,6/10/1986,9/20/1995,–,–,,,
MND981090483,LaGrand Sanitary Landfill,,Douglas,Minnesota,,Groundwater contamination by volatile hydrocarbons.[41][42],6/10/1986,7/22/1987,8/7/1995,–,10/23/1997,,,
MND980792469,Lehillier/Mankato Site,,Blue Earth,Minnesota,,"Groundwater contamination by VOCs, including TCE from uncontrolled dumping. 
Domestic wells were contaminated and a municipal well was close to the 
plume, though no contamination was detected there.[43][44]",12/30/1982,9/8/1983,4/8/1992,–,–,,,
MND980904072,Long Prairie Ground Water Contamination,,Todd,Minnesota,,"A former dry cleaning operation contaminated soil and groundwater with PCE, 
TCE, DCE and vinyl chloride. Private drinking water wells were contaminated 
and municipal wells were closed from 1983 to 1985.[45][46]",10/15/1984,6/10/1986,9/19/1997,–,–,,,
MND006192694,MacGillis & Gibbs/Bell Lumber & Pole Company,,Ramsey,Minnesota,,"Groundwater, sediments, and soil are contaminated with PAHs, PCP and heavy 
metals such as copper, chromium and arsenic from wood treatment operations. 
Municipal wells are unaffected but private wells have been contaminated and 
there is a risk of contamination to local wetlands.[47][48]",9/8/1983,9/21/1984,9/25/2002,–,–,,,
MND980792287,Morris Arsenic Dump,,Stevens,Minnesota,,"Stevens County reportedly buried around 1,500 lb (680 kg) of surplus arsenic-containing 
pesticide in a disused gravel pit in the 1940s. Arsenic was present in 
soil, groundwater and private drinking water well samples but at levels 
within the naturally occurring range in Minnesota, which do not pose a 
health hazard. No cleanup action was taken.[49][50]",9/8/1983,9/21/1984,8/7/1985,–,3/7/1986,,,
MN3170022914,Naval Industrial Reserve Ordnance Plant,,Anoka,Minnesota,,"Groundwater and soil are contaminated by solvents, including TCE and methylene 
dichloride and PAHs were found in surface soil. Groundwater flows into the Mississippi 
River, upstream of the Minneapolis drinking water treatment plant uptake.
[51][52]",7/14/1989,11/21/1989,9/23/2003,–,–,,,
MN7213820908,New Brighton/Arden Hills/Twin Cities Army Ammunition Plant (US Army),,Ramsey,Minnesota,,"Groundwater, soil, sediments, and surface water contaminated with volatile 
organic compounds (VOCs), semi-VOCs, metals, PCBs, cyanide, pesticides, and 
explosives.[53][54]",12/30/1982,9/8/1983,–,–,–,,,
MND097891634,NL Industries/Taracorp/Golden Auto,,Hennepin,Minnesota,,Soil was contaminated by lead by former smelting operations.[55][56],12/30/1982,9/8/1983,9/27/1995,–,5/21/1998,,,
MND006154017,Nutting Truck & Caster Company,,Rice,Minnesota,,"Groundwater contamination by TCE and DCE. Municipal wells were also 
contaminated by TCE but there is no definitive link to the site.[57][58]",9/8/1983,9/21/1984,9/24/1992,–,–,,,
MND980609515,Oakdale Dump,,Washington,Minnesota,,"Hazardous waste, including VOCs such as isopropyl ether and benzene were 
disposed of at three sites; one has low-level heavy metal contamination. 
Residential drinking water wells were contaminated.[59][60]",12/30/1982,9/8/1983,9/7/1995,–,–,,,
MND980904056,Oak Grove Sanitary Landfill,,Anoka,Minnesota,,"Groundwater, leachate and sediments contaminated by VOCs, phenols and heavy 
metals. Groundwater also contaminated by phthalates.[61][62]",10/15/1984,6/10/1986,8/18/1993,–,10/17/1996,,,
MND000874354,Olmsted County Sanitary Landfill,,Olmsted,Minnesota,,"The first cell of the landfill was unlined and the second poorly lined, 
resulting in groundwater contamination by VOCs and heavy metals, including 
chromium, cadmium and lead and extensive leachate seaps. Waste has been 
capped and a leachate collection system installed.[63][64]",10/15/1984,6/10/1986,6/21/1994,–,2/15/1995,,,
MND980609572,Perham Arsenic Site,,Otter Tail,Minnesota,,"Groundwater and soil are contaminated by arsenic pesticide dumped in a 
shallow pit in 1947. The site was redeveloped for commercial use and eleven 
people were poisoned by a well installed in 1972. The well and dump have 
been capped and groundwater treatment is ongoing.[65][66]",9/8/1983,9/21/1984,–,9/29/1998,–,,,
MND000245795,Pine Bend Sanitary Landfill,,Dakota,Minnesota,,Groundwater VOC contamination from leachate.[67][68],10/15/1984,6/10/1986,9/28/1995,–,6/23/1998,,,
MND980609804,Reilly Tar & Chem (St. Louis Park Plant),,Hennepin,Minnesota,,"Soil and groundwater are contaminated by PAHs from former coal tar 
distillation and wood treatment operations. Contaminated groundwater 
aquifer is used by around 43,000 people and seven municipal wells have been 
closed.[69][70]",12/30/1982,9/8/1983,6/30/1997,–,–,,,
MND980904064,Ritari Post & Pole,,Wadena,Minnesota,,"Soil and groundwater contamination by PCP and dioxins and groundwater 
contamination by phenols from former wood treatment operations.[71][72]",1/22/1987,7/22/1987,9/26/2001,–,–,,,
MND981002256,St. Augusta Sanitary Landfill/Engen Dump,,Stearns,Minnesota,,"Groundwater is contaminated by heavy metals, including arsenic, barium and 
lead, VOCs, atrazine and phthalates.[73][74]",9/18/1985,7/22/1987,9/26/2000,–,11/14/1996,,,
MND039045430,St. Louis River Site,,St. Louis,Minnesota,,"Past industrial and disposal practices have contaminated river sediments 
with tar, PAHs, VOCs, cyanide, naphthalene and heavy metals including 
mercury. Operations at the US Steel Duluth Works site caused soil, 
sediment, shallow groundwater and surface water contamination by semi-VOCs, 
PAHs and metals.[75][76]",9/8/1983,9/21/1984,–,–,–,,,
MND057597940,St. Regis Paper Company,,Cass,Minnesota,,"Groundwater, soil and sediment contamination by PAHs, metals, PCP, dioxins 
and furans from former wood treatment operations.[77][78]",9/8/1983,9/21/1984,–,–,–,,,
MND980609614,South Andover Site,,Anoka,Minnesota,,"Waste disposal and salvage operations contaminated soil and groundwater 
with vinyl chloride and other VOCs. Soil contamination has been remediated 
and groundwater is not thought to pose a health risk.[79][80]",12/30/1982,9/8/1983,11/1/1994,10/28/1998,–,,,
MNN000509136,South Minneapolis Residential Soil Contamination,,Hennepin,Minnesota,,"Arsenic contamination of soil over 1,480 acres (6.0 km2), including 3,500 
residential properties, along with other properties. Contamination is 
thought to have come from a former pesticide manufacturing plant.[81][82]",9/27/2006,9/19/2007,9/27/2011,–,–,,,
MN8570024275,Twin Cities Air Force Reserve Base (Small Arms Range Landfill),,Hennepin,Minnesota,,"Arsenic, beryllium, cadmium, lead, nickel, selenium and vanadium 
contamination of groundwater.[83] [84]",1/22/1987,7/22/1987,9/24/1992,–,12/16/1996,,,
MND022949192,Union Scrap Iron & Metal Company,,Hennepin,Minnesota,,"Battery recycling at two sites resulted in sludges and soil contaminated by 
PCBs and heavy metals including lead, arsenic, cadmium, nickel and copper. 
Airborne lead levels were high and there was potential for groundwater and 
surface water contamination. No significant contamination remains after 
removal actions.[85][86]",9/8/1983,9/21/1984,9/18/1990,–,9/10/1991,,,
MND980613780,University of Minnesota (Rosemount Research Center),,Dakota,Minnesota,,"Soil contamination by lead, copper and PCBs from tenants and VOCs, 
primarily chloroform, from university laboratory waste disposal. [87][88]",10/15/1984,6/10/1986,6/29/1994,–,2/6/2001,,,
MND981002249,Waite Park Wells,,Stearns,Minnesota,,"Municipal wells are contaminated by TCE and PCE from two industrial sites. 
There is a light non-aqueous phase liquid layer of petroleum products above 
the water table, elevated levels of PCBs, lead and other heavy metals in 
the soil, and PCBs and VOCs in the groundwater.[89][90]",9/18/1985,6/10/1986,9/21/1999,–,–,,,
MND980704738,Washington County Landfill,,Washington,Minnesota,,"VOC contamination of soil and groundwater, including private wells. 
Potentially explosive methane concentrations.[91][92]",9/8/1983,9/21/1984,9/30/1992,–,5/16/1996,,,
MND980609119,Waste Disposal Engineering,,Anoka,Minnesota,,"Groundwater, soil gas and surface water contamination by VOCs.[93][94]",12/30/1982,9/8/1983,9/27/1995,–,6/5/1996,,,
MND006252233,Whittaker Corporation,,Hennepin,Minnesota,,"Groundwater and soil contamination by heavy metals, including cadmium and 
lead and VOCs.[95][96]",9/8/1983,9/21/1984,4/7/1992,–,2/11/1999,,,
MND980034516,Windom Dump,,Cottonwood,Minnesota,,"Groundwater contamination by VOCs and heavy metals including arsenic, 
cadmium and chromium. Soil contamination by VOCs. There was a risk of 
contamination of private and municipal drinking wells.[97][98]",10/15/1984,6/10/1986,12/24/1991,–,10/6/2000,,,
MSD004006995,"American Creosote Works, Inc.",,Winston,Mississippi,,"Soil and sediment contamination by PAHs from former wood treatment 
operations. Potential for groundwater and surface water contamination.",6/14/2001,9/13/2001,–,–,–,,,
MSD008154486,"Chemfax, Inc.",,Harrison,Mississippi,,"Groundwater, sediment and soil contamination by base neutral acids, PAHs 
and VOCs.[10]",6/23/1993,–,–,–,–,,,
MSD046497012,Davis Timber Company,,Lamar,Mississippi,,"PCP, dioxin and furan contamination of on-site soil and sediments in local 
creek and lake from former wood treatment operations.[11][12]",5/11/2000,7/27/2000,–,–,–,,,
MSD980710941,Flowood Site,,Rankin,Mississippi,,Lead contamination of wetland soil and sediments.[13][14],9/8/1983,9/21/1984,9/17/1993,–,2/16/1996,,,
MSD980840045,"Newsom Brothers/Old Reichhold Chemicals, Inc.",,Marion,Mississippi,,"Waste, soil, sediments and surface water contamination by benzene, ethyl 
benzene, xylenes, PAHs and PCP from former wood derivatives manufacture and 
chemical processing.[15][16]",10/15/1984,6/10/1986,8/8/1997,–,9/27/2000,,,
MSD065490930,Picayune Wood Treating,,Pearl River,Mississippi,,"Former wood treatment operations have contaminated soil with dioxins, PAHs 
and naphthalene, potentially contaminated groundwater and sediments with 
creosote.[17][18]",3/8/2004,7/22/2004,–,–,–,,,
MSD056029648,Potter Co.,,Copiah,Mississippi,,"Soil contamination by PCBs and groundwater contamination by TCE. Two nearby 
municipal wells have been closed because of TCE contamination.[19][20]",5/10/1993,–,–,–,–,,,
MSD086556388,Sonford Products,,Rankin,Mississippi,,"Soil, surface water and groundwater contamination by PCP, dioxins, 
pesticides and metals from chemical production.[21][22]",9/27/2006,3/7/2007,–,–,–,,,
MSD980601736,Walcotte Chemical Co. Warehouses,,Washington,Mississippi,,"Primary contaminants in the warehouses were formic acid, various 
pesticides, and volatile organic compounds (VOCs), such as toluene.[23][24]",Cleanup completed before formal creation of NPL.,,12/30/1982,–,12/30/1982,,,
MO0000958611,Annapolis Lead Mine,,Iron,Missouri,,"Surface soil and sediments in the Sutton Branch flood plain contaminated 
with heavy metals, principally lead, from mine operations and tailings.",3/8/2004,7/22/2004,9/25/2007,–,–,,,
MOD046750253,Armour Road,,Clay,Missouri,,"Soil and possible groundwater contamination from various herbicide blending 
and repackaging activities.",1/19/1999,5/10/1999,–,–,–,,,
MOD980860522,Bee Cee Manufacturing Plant,,Dunklin,Missouri,,"Soil and groundwater contamination by hexavalent chromium from aluminum 
product manufacturing.[10]",10/15/1984,6/10/1986,9/10/1999,–,–,,,
MOD981126899,Big River Mine Tailings/St. Joe Minerals,,St. Francois,Missouri,,"Tailings contain elevated levels of lead, cadmium and zinc. Surface water 
and fish are contaminated by lead and there is a risk from dust.[11]",2/7/1992,10/14/1992,–,–,–,,,
MOD000829705,Conservation Chemical Company,,Jackson,Missouri,,"Chemical storage and disposal operations caused groundwater contamination 
by metals, cyanides, phenolic compounds and VOCs and soil contamination by 
these and dioxins and PCBs. Contamination has entered the Missouri River 
and a major flood could inundate the site.[12]",6/24/1988,10/4/1989,9/23/1991,–,–,,,
MOD980633010,Ellisville Site,,St. Louis,Missouri,,"Soil was contaminated by dioxins and VOCs from oil, chemical and industrial 
waste disposal. Airborne dust and groundwater contamination were potential 
risks.[13]",12/30/1982,9/8/1983,9/30/1997,–,–,,,
MOD980631139,Fulbright Landfill,,Greene,Missouri,,"Groundwater and waste contained VOCs, other organic compounds, heavy metals 
and cyanides. Adjacent river sediments were found to be contaminated with 
chromium and groundwater flows into these rivers. The site is within the 
rivers' flood plains.[14]",12/30/1982,9/8/1983,6/3/1992,–,–,,,
MOD980631113,Kem-Pest Laboratories,,Cape Girardeau,Missouri,,"Pesticides including heptachlor, chlordane, and endrin were found in the 
shallow aquifer. Drainage channel sediments contained pesticides including 
aldrin and dieldrin. Pesticides and various volatile organic compounds 
(VOCs) were detected in subsurface and surface soil samples.[15]",1/22/1987,10/4/1989,9/27/1996,–,9/20/2001,,,
MO3213890012,Lake City Army Ammunition Plant,,Jackson,Missouri,,"Groundwater, soil, and surface water are contaminated with VOCs, various 
explosives, perchlorates, and heavy metals including lead, arsenic, and 
chromium.[16]",10/15/1984,7/22/1987,–,–,–,,,
MOD980853519,Lee Chemical,,Clay,Missouri,,"Ground water, surface water, and soil are contaminated with TCE.[17]",10/15/1984,6/10/1986,3/23/1994,–,–,,,
MOD098633415,Madison County Mines,,Madison,Missouri,,"Lead and other heavy metal contamination of groundwater, soil and surface 
water from former mining sites.[18]",4/30/2003,9/29/2003,–,–,–,,,
MOD980741912,Minker/Stout/Romaine Creek,,Jefferson,Missouri,,"A horse arena was sprayed with oil for dust control but the oil was 
contaminated with dioxins. Seven horses died and more became ill. The arena 
was excavated in 1972 and the contaminated soil was used as fill for 
residential properties. Sediments in Romaine Creek are also contaminated.
[19]",12/30/1982,9/8/1983,9/30/1997,–,–,,,
MOD980965982,Missouri Electric Works,,Cape Girardeau,Missouri,,"Air, groundwater and soil contamination by VOCs and PCBs from recycling 
transformer oil. Some waste oil was also used for dust suppression on local 
properties.[20]",6/24/1988,2/21/1990,–,–,–,,,
MOD981507585,Newton County Mine Tailings Site,,Newton,Missouri,,"Groundwater and soil contamination by lead and cadmium from mining 
operations. It is estimated that over 700 drinking water wells are 
contaminated.[21]",4/30/2003,9/29/2003,4/13/2009,–,–,,,
MOD985798339,Newton County Wells,,Newton County,Missouri,,"TCE contamination of groundwater and drinking water wells from former ball 
bearing manufacturing plant.[22]",1/19/1999,07/272000,–,–,–,,,
MOD007163108,North-U Drive Well Contamination,,Greene,Missouri,,"Soil and ground water in private wells were found to be contaminated with 
VOCs including toluene and benzene from an unknown source.[23]",10/15/1984,6/10/1986,3/31/1993,–,9/8/1994,,,
MOD981717036,Oak Grove Village Well,,Franklin,Missouri,,"TCE contamination of the Oak Grove Village municipal well from an unknown 
source.[24]",9/13/2001,9/5/2002,–,–,–,,,
MOD980686281,Oronogo-Duenweg Mining Belt,,Jasper,Missouri,,"Significant contamination of groundwater, surface water and soil by cadmium, 
lead and zinc from mining, milling and smelting of metal ores. At least 200 
private drinking water wells are contaminated with lead and cadmium. At 
least 2,300 residential yards are contaminated with lead and at least 300 
homes have been built on or near milling waste piles.[25]",6/24/1988,8/30/1990,–,–,–,,,
MO0000958835,Pools Prairie,,Newton,Missouri,,"Private drinking water wells contaminated with VOCs including TCE and carbon 
tetrachloride.[26]",1/19/1999,9/17/1999,–,–,–,,,
MOD980860555,Quality Plating,,Scott,Missouri,,"Groundwater contamination by lead and hexavalent chromium from former 
electroplating operations.[27]",1/15/1984,6/10/1986,9/28/1999,–,–,,,
MOD981720246,Riverfront,,Franklin,Missouri,,"Groundwater, surface water, and soil are contaminated with PCE.[28]",7/27/2000,12/1/2000,–,–,–,,,
MOD980685838,Shenandoah Stables,,Lincoln,Missouri,,"In 1971, an arena was sprayed with waste oil for dust control but the oil 
was contaminated with dioxins. Forty horses died, along with many rodents 
and birds; several people became ill. Contaminated soil was excavated and 
used as fill for a highway; later, more was excavated and dumped in a 
swampy area on the ranch.[29]",12/30/1982,9/8/1983,9/30/1997,–,9/25/2001,,,
MOD980854111,"Solid State Circuits, Inc.",,Greene,Missouri,,"Groundwater is contaminated by VOCs, including TCE, methylene chloride and 
chloroform. Contaminated soil has been cleaned up.[30]",10/15/1984,6/10/1986,11/18/1993,–,–,,,
MOD980633176,St. Louis Airport/Hazelwood Interim Storage/Futura Coatings Co.,,St. Louis,Missouri,,"Soil contamination by uranium, thorium and radium and groundwater uranium 
contamination from uranium ore processing associated with the Manhattan 
Project and from transportation and dumping of process residues.[31]",5/5/1989,10/4/1989,–,–,–,,,
MON000705443,Southwest Jefferson County Mining,,Jefferson,Missouri,,"Extensive lead contamination of soils at at least 594 residential 
properties and in at least 39 private drinking water wells, from former 
mining, milling and smelting operations.[32]",4/9/2009,9/23/2009,–,–,–,,,
MOD007452154,"Syntex Facility, Inc.",,Lawrence,Missouri,,"Soil, surface water and groundwater contaminated by dioxins and VOCs and 
Spring River aquatic life contaminated by dioxins, from chemical 
manufacture.[33]",12/30/1982,9/8/1983,9/16/1998,–,–,,,
MOD980685226,Times Beach Site,,St. Louis,Missouri,,"During the early 1970s, unpaved roads in the town were sprayed with oil for 
dust suppression but the oil was contaminated by dioxins. By 1986, all 
residents had been permanently relocated and the cleaned up site is now a 
state park.[34]",3/4/1983,9/8/1983,9/30/1997,–,9/25/2001,,,
MOD980968341,Valley Park TCE,,St. Louis,Missouri,,"Groundwater contamination by VOCs including PCE and trichloroethane. 
Municipal and industrial water supplies are affected.[35][36]",4/10/1985,6/10/1986,9/19/2006,–,–,,,
MON000705803,Vienna Wells,,Maries,Missouri,,"Three drinking water wells are contaminated with PCE believed to come from 
the site of a former hat factory.[37]",3/4/2010,–,–,–,–,,,
MON000705027,Washington County - Old Mines,,Washington,Missouri,,"Surface soil at 290 residential properties and 124 private drinking water 
wells are contaminated with lead. Occasional elevated levels of barite, 
arsenic, and cadmium have also been identified at the site.[38]",9/19/2007,3/19/2008,–,–,–,,,
MON000705023,Washington County - Potosi,,Washington,Missouri,,"Surface soil at 716 residential properties and 138 private drinking water 
wells are contaminated with lead. Occasional elevated levels of barite, 
arsenic, and cadmium have also been identified.[39]",9/19/2007,3/19/2008,–,–,–,,,
MON000705032,Washington County - Richwoods,,Washington,Missouri,,"Surface soil at 65 residential properties and 49 private drinking water 
wells are contaminated with lead. Occasional elevated levels of barite, 
arsenic, and cadmium have also been identified.[40]",9/19/2007,3/19/2008,–,–,–,,,
MO5210021288,Weldon Spring Former Army Ordnance Works,,St. Charles,Missouri,,"TNT, DNT, and lead have been identified in soil at several areas on the 
site, and TNT was detected in 1987 in surface water downstream of the 
lagoons.[41]",7/14/1989,2/21/1990,8/24/2005,–,–,,,
MO3210090004,Weldon Spring Quarry/Plant/Pits (USDOE/USARMY),,St. Charles,Missouri,,"Wastewater containing sulfonate derivatives contaminated surface water and 
groundwater. Residues from uranium ore, thorium ore, radium, TNT, and DNT 
residues.[42]",10/15/1984,7/22/1987,8/22/2005,–,–,,,
MOD079900932,Westlake Landfill,,St. Louis,Missouri,,"Soils mixed with uranium ore processing residues were used as daily cover 
in the landfilling operation.[43]",10/26/1989,8/30/1990,–,–,–,,,
MOD000830554,"Wheeling Disposal Service Co, Landfill",,Andrew,Missouri,,"Groundwater and soil was contaminated with various volatile organic 
compounds (VOCs) and heavy metals including arsenic, chromium, nickel, and 
lead.[44]",1/22/1987,10/4/1989,9/27/1994,–,10/30/2000,,,
MOD000822601,Carter Carburetor,,St. Louis City,Missouri,,Soils mixed with PCBs from industrial site.[45],,8/18/1980,–,–,–,,,
MTD093291599,Anaconda Copper Mine Smelter and Refinery,,Cascade,Montana,,"Soil and surface water contamination by arsenic, lead and other heavy metals
.",4/3/2010,3/10/2011,–,–,–,,,
MTD093291656,Anaconda Co. Smelter Site,,Deer Lodge,Montana,,"Soil and groundwater contamination by arsenic, copper, cadmium, lead and 
zinc.",12/30/1982,9/8/1983,–,–,–,,,
MTD982572562,Basin Mining Area,,Jefferson,Montana,,"Mine wastes contaminated Basin and Cataract Creeks and the soils within the 
town of Basin. Contaminants include arsenic, cadmium, copper, lead and 
other metals.[10]",7/22/1999,10/22/1999,–,–,–,,,
MT6122307485,Barker Hughesville Mining District,,Cascade and Judith Basin,Montana,,"Ground water, sediment, surface water, and soils are contaminated with 
metals including zinc and arsenic.[11]",12/1/2000,9/13/2001,–,–,–,,,
MTD986066025,Burlington Northern Livingston Shop Complex,,Park,Montana,,"Petroleum hydrocarbons and volatile organic compounds have contaminated the 
soil and the Livingston Aquifer.[12][13]",8/23/1994,–,–,–,–,,,
MT0001096353,Carpenter-Snow Creek Mining District,,Cascade,Montana,,"Groundwater, soil and watercourse contamination by arsenic and heavy metals.
[14]",12/1/2000,9/13/2001,–,–,–,,,
MTD006230346,East Helena,,Lewis and Clark,Montana,,"Soil, surface water and groundwater contamination by lead, other heavy 
metals and arsenic at ASARCO lead smelter.[15]",9/8/1983,9/21/1984,–,–,–,,,
MT0012694970,Flat Creek IMM,,Mineral,Montana,,"Soil, groundwater and surface water contamination by arsenic, antimony, lead 
and manganese from mine tailings, some of which was used as fill and 
construction material in the nearby town of Superior.[16]",4/9/2009,9/23/2009,–,–,–,,,
MTD006232276,Idaho Pole,,Gallatin,Montana,,"Groundwater, sediment, surface water and soil contamination by PCP, PAHs 
and dioxins from wood treatment plant.[17]",10/15/1984,6/10/1986,3/26/1998,–,–,,,
MT0009083840,Libby Asbestos,,Lincoln,Montana,,Asbestos contamination from vermiculite processing plants.[18],2/26/2002,10/24/2002,–,–,–,,,
MTD980502736,Libby Ground Water,,Lincoln,Montana,,"Groundwater, sediment, surface water and soil contamination by PCP, PAHs 
and heavy metals from the wood and paper industry.[19]",12/30/1982,9/8/1983,9/20/1993,–,–,,,
MT0007623052,Lockwood Solvents,,Yellowstone,Montana,,"Groundwater, sediment, surface water and soil contamination by VOCs.[20]",5/11/2000,12/1/2000,–,–,–,,,
MTD980717565,Milltown Reservoir Sediments,,Missoula,Montana,,"Groundwater and reservoir sediments contamination by arsenic and copper 
from historic mining activity.[21]",12/30/1982,9/8/1983,–,–,–,,,
MTD006230635,Montana Pole,,Silver Bow,Montana,,"Groundwater, sediment, surface water and soil contamination by PCP, PAHs, 
dioxins, and furans from wood treatment.[22]",6/10/1986,7/22/1987,9/27/2001,–,–,,,
MTD021997689,Mouat Industries,,Stillwater,Montana,,Soils and groundwater were contaminated with hexavalent chromium.[23],10/15/1984,6/10/1986,9/27/1996,"proposed
03/24/2009",–,,,
MTD980502777,Silver Bow Creek/Butte,,Silver Bow,Montana,,"Groundwater, surface water and soil are contaminated with arsenic, copper, 
zinc, cadmium, and lead from mining and smelting. Silver Bow Creek and the 
Clark Fork River contain metals from the cities of Butte to Milltown. Mine 
tailings in the creek and river have caused fish kills in the river.[24]",12/30/1982,9/8/1983,–,–,–,,,
MTSFN7578012,Upper Tenmile Creek,,Lewis and Clark,Montana,,Heavy metal and arsenic contamination from mining.[25],7/22/1999,10/22/1999,–,–,–,,,
NED981713837,10th Street Site,,Platte,Nebraska,,Groundwater and soil contamination by VOCs from dry cleaning.,10/26/1989,8/30/1990,6/22/2007,–,–,,,
NED981713829,Bruno Co-op Association/Associated Properties,,Butler,Nebraska,,Groundwater contamination by VOCs used for grain fumigation.[10],10/14/1992,6/17/1996,9/13/2005,–,–,,,
NED981499312,Cleburn Street Well,,Hall,Nebraska,,Groundwater contaminated by PCE from solvent industry and dry cleaning.[11],7/29/1991,10/14/1992,9/14/2004,–,–,,,
NE2213820234,Cornhusker Army Ammunition Plant,,Hall,Nebraska,,"Groundwater contamination by explosives, soil contamination by explosives 
and heavy metals.[12]",10/15/1984,7/22/1987,–,–,–,,,
NEN000704351,Garvey Elevator,,Adams,Nebraska,,Groundwater and soil contamination by VOCs used for grain fumigation.[13],4/27/2005,9/14/2005,–,–,–,,,
NED980862668,Hastings Ground Water Contamination,,Adams and Clay,Nebraska,,"Groundwater and soil contamination by VOCs, PAHs, explosives, other organics, 
and heavy metals, from several sources.[14]",10/15/1984,6/10/1986,–,–,–,,,
NED068645696,Lindsay Manufacturing Co.,,Platte,Nebraska,,"Groundwater and soil contamination by heavy metals and VOCs from industrial 
plant.[15]",10/15/1984,10/4/1989,8/3/1995,–,–,,,
NE6211890011,Nebraska Ordnance Plant,,Saunders,Nebraska,,"Groundwater contamination by VOCs and explosives; some soil contamination 
and possible unexploded ordnance.[16]",10/26/1989,8/30/1990,–,–,–,,,
NED986369247,Ogallala Ground Water Contamination,,Keith,Nebraska,,"Groundwater contamination by VOCs from electronics industry and dry 
cleaning.[17]",10/14/1992,12/16/1994,9/27/2006,–,–,,,
NESFN0703481,Omaha Lead Site,,Douglas,Nebraska,,Soil contamination by lead from former refining plant.[18],2/24/2002,4/30/2003,–,–,–,,,
NEN000704456,Parkview Well,,Hall,Nebraska,,Groundwater contamination by VOCs.[19],9/23/2004,4/19/2006,–,–,–,,,
NED084626100,Sherwood Medical Company,,Madison,Nebraska,,Soil and groundwater contamination by VOCs.[20],7/29/1991,10/14/1992,9/24/1999,–,–,,,
NEN000704738,West Highway 6 & Highway 281,,Adams,Nebraska,,"Soil and groundwater contamination by VOCs from former Dana Holding 
Corporation plant.[21]",9/14/2005,4/19/2006,–,–,–,,,
NED980862718,Waverly Ground Water Contamination,,Lancaster,Nebraska,,"Groundwater and soil contamination by VOCs from grain fumigation, and 
nitrates, sulfates and heavy metals.[22]",10/15/1984,6/10/1986,3/29/1994,–,11/20/2006,,,
NHD980520217,Troy Mills Landfill,,Cheshire,New Hampshire,,,4/30/2003,9/29/2003,9/30/2005,–,–,,,
NHN000103313,Chlor-Alkali Facility (Former),,Coos,New Hampshire,,,4/27/2005,9/14/2005,–,–,–,,,
NHD001079649,Fletcher's Paint Works & Storage,,Hillsborough,New Hampshire,,,6/24/1988,3/31/1989,–,–,–,,,
NHD981889629,Mohawk Tannery,,Hillsborough,New Hampshire,,,5/11/2000,–,–,–,–,,,
NHD001091453,New Hampshire Plating Co.,,Hillsborough,New Hampshire,,,7/29/1991,10/14/1992,9/28/2006,–,–,,,
NHD980671002,Savage Municipal Water Supply,,Hillsborough,New Hampshire,,,9/8/1983,9/21/1984,9/12/2006,–,–,,,
